user id,user name,team name,preferred position,preferred position most played,jersey number,total_game_time,Succ Interceptions,Succ Interceptions Per 90,Total Possession retained,Possession Retained Per 90,Possession Retention Contribution,Crucial defensive actions,Crucial defensive actions Per 90,Succ Tackles,Succ Tackles Per 90,Tackle Accuracy,Total Pressure Attempted,Total Pressure Attempted Per 90,Pressure Contribution,Succ Ground duels,Ground Duels Per 90,Ground Duel Win rate,Succ Aerial duels,Ariel Duels Per 90,Aerial Duel Win rate,Succ Short pass,Short Passes Per 90,Short Pass Accuracy,Succ Long pass,Long Passes Per 90,Long Pass Accuracy,Succ Through Ball,Through Balls Per 90,Through Ball Accuracy,Succ Crosses,Crosses Per 90,Crossing Accuracy,Total Forward Passes,Total Forward Passes Per 90,Forward Pass Accuracy,Progressive passes,Progressive passes Per 90,Total Passes completed in final third,Passes completed in final third per 90,Total Progressive Passes received in final third,Progressive Passes received in final third per 90,Total Touches in final third,Touches in final third per 90,Total Successful Toches in final third,Successful Touches in final third per 90,Chances Created,Chances Created Per 90,Chance creation contribution,Total Assists,Total Assists Per 90,Total dribbles completed,Dribbles Completed Per 90,Total close shots on target,Total close shots on target Per 90,Close shot accuracy,Total Long Shot on target,Total Long Shot on target Per 90,Long Shot Accuracy,Total Headed shots on target,Total Headed shots on target Per 90,Attempts On Target Per 90,Headed shot accuracy,Goals from Close shot,Goals from Close shot Per 90,Goals from long shot,Goals from long shot Per 90,Maximum Sense Score,Minimum Sense Score,Average Sense Score,Maximum PP Score,Minimum PP Score,Absolute Score,Preferred Position Score,Overall Preferred Position Score,Total Saves,Goal Conceded,Goalkick Accuracy,Goalkeeper Throws Completed,Handling,Punches,Clearances,Successful Ball Carry Per 90,Ball Carry Accuracy,Goals from headed shot,Goals from headed shot Per 90
10396,Aditya Pratap Sing Takur,Students Union FC,"['LEFT WINGER', 'LEFT WING BACK', 'RIGHT WING BACK', 'RIGHT WINGER', 'LEFT MIDFIELDER']",LEFT WINGER,['11'],951,22,2.082018927,30,2.839116719,5.660377358,2,0.189274448,8,0.757097792,72.72727273,1,0.094637224,11.11111111,3,0.283911672,21.42857143,4,0.378548896,44.44444444,274,25.93059937,88.96103896,2,0.189274448,33.33333333,21,1.987381703,75,13,1.230283912,27.08333333,68,6.43533123,59.64912281,26,2.460567823,540,51.10410095,93,8.80126183,515,48.73817035,374,35.39432177,22,2.082018927,23.15789474,2,0.189274448,22,2.082018927,3,0.283911672,27.27272727,3,0.283911672,25,0,0,0.567823344,0,2,0.189274448,1,0.094637224,21.5,4.93,9.628333333,18,2.81,58.94,7.041666667,5.85,0,0,100,0,0,0,3,9.179810726,100,0,0
10403,Ponnarasan AK,Students Union FC,['GOALKEEPER'],GOALKEEPER,"['31', '13']",1347,4,0.267260579,5,0.334075724,0.705218618,4,0.267260579,1,0.066815145,100,0,0,0,0,0,0,0,0,0,251,16.77060134,98.43137255,0,0,0,38,2.538975501,44.18604651,0,0,0,152,10.155902,74.87684729,50,3.340757238,0,0,0,0,10,0.668151448,4,0.267260579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.31,3.63,7.520666667,21.31,3.63,101.22,7.507333333,7.65,152,28,97.05882353,94,95,57,27,0.13363029,100,0,0
10397,B S Mirnal Muthanna,Students Union FC,"['RIGHT WINGER', 'RIGHT SIDE BACK', 'LEFT FORWARD', 'LEFT WINGER', 'LEFT WING BACK', 'RIGHT WING BACK']",LEFT WING BACK,['16'],785,21,2.407643312,33,3.78343949,7.036247335,2,0.229299363,11,1.261146497,78.57142857,2,0.229299363,13.33333333,11,1.261146497,78.57142857,1,0.114649682,16.66666667,236,27.05732484,88.38951311,0,0,0,11,1.261146497,78.57142857,2,0.229299363,25,59,6.76433121,71.08433735,12,1.375796178,315,36.11464968,66,7.566878981,372,42.64968153,289,33.13375796,12,1.375796178,12.37113402,6,0.687898089,20,2.292993631,11,1.261146497,64.70588235,1,0.114649682,20,1,0.114649682,1.49044586,100,2,0.229299363,1,0.114649682,11.14,5.63,8.959,7.93,2.74,44.78,5.435,5.66,0,0,0,0,0,0,3,7.452229299,100,0,0
10398,Shorayav Bhardwaj,Students Union FC,['CENTER FORWARD'],CENTER FORWARD,['17'],90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,87.5,1,1,100,1,1,100,0,0,0,4,4,66.66666667,1,1,15,15,0,0,30,30,18,18,1,1,2.272727273,0,0,0,0,1,1,50,0,0,0,0,0,1,0,0,0,0,0,6.25,2.68,4.465,2.35,1.76,1.82,2.055,1.4,0,0,0,0,0,0,0,1,100,0,0
10399,Bishnu Rabha,Students Union FC,"['RIGHT WING BACK', 'CENTER BACK', 'LEFT SIDE BACK', 'RIGHT SIDE BACK', 'CENTER FORWARD', 'CENTRAL MIDFIELDER']",CENTER BACK,"['19', '35']",910,53,5.241758242,64,6.32967033,10.25641026,26,2.571428571,11,1.087912088,55,1,0.098901099,7.692307692,5,0.494505495,62.5,5,0.494505495,31.25,459,45.3956044,96.22641509,0,0,0,95,9.395604396,73.64341085,1,0.098901099,100,234,23.14285714,82.10526316,80,7.912087912,70,6.923076923,1,0.098901099,56,5.538461538,26,2.571428571,3,0.296703297,2.752293578,2,0.197802198,1,0.098901099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,6,19.12384615,21,4.15,55.55,7.130769231,5.4,0,0,85.71428571,0,0,0,44,1.978021978,100,0,0
10400,Vedant Kharkwal,Students Union FC,"['DEFENSIVE MIDFIELDER', 'CENTRAL MIDFIELDER', 'RIGHT MIDFIELDER', 'LEFT MIDFIELDER']",CENTRAL MIDFIELDER,['22'],539,24,4.00742115,40,6.67903525,10.61007958,10,1.669758813,14,2.337662338,73.68421053,2,0.333951763,33.33333333,3,0.500927644,37.5,2,0.333951763,33.33333333,167,27.88497217,94.35028249,0,0,0,39,6.512059369,95.12195122,0,0,0,54,9.016697588,88.52459016,17,2.838589981,95,15.86270872,1,0.166975881,47,7.847866419,32,5.3432282,1,0.166975881,1.587301587,0,0,4,0.667903525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.84,5.33,10.02375,12.81,4.2,48.25,9.1525,9.59,0,0,0,0,0,0,6,3.172541744,100,0,0
10401,Jenishsinh Rana,Students Union FC,"['LEFT SIDE BACK', 'LEFT WING BACK', 'CENTER BACK', 'RIGHT WING BACK']",CENTER BACK,['25'],1022,40,3.522504892,56,4.931506849,9.911504425,23,2.025440313,16,1.409001957,57.14285714,0,0,0,4,0.352250489,80,18,1.585127202,66.66666667,559,49.22700587,91.78981938,4,0.352250489,33.33333333,132,11.62426614,75.86206897,3,0.264187867,30,367,32.31898239,79.09482759,156,13.73776908,400,35.22504892,17,1.497064579,226,19.90215264,149,13.12133072,7,0.616438356,5.882352941,0,0,5,0.440313112,1,0.088062622,100,0,0,0,3,0.264187867,0.352250489,27.27272727,1,0.088062622,0,0,27.12,8.16,16.59692308,12.3,3.5,69.02,6.943076923,5.61,0,0,85.71428571,0,0,0,77,6.340508806,100,1,0.088062622
10402,Rutig Ahirrao,Students Union FC,"['CENTRAL MIDFIELDER', 'ATTACKING MIDFIELDER', 'RIGHT WINGER', 'RIGHT MIDFIELDER']",CENTRAL MIDFIELDER,['27'],996,19,1.71686747,34,3.072289157,5.329153605,5,0.451807229,14,1.265060241,70,1,0.090361446,5.882352941,6,0.542168675,66.66666667,0,0,0,306,27.65060241,85.71428571,13,1.174698795,81.25,54,4.879518072,70.12987013,19,1.71686747,34.54545455,153,13.8253012,65.66523605,63,5.692771084,580,52.40963855,16,1.445783133,342,30.90361446,227,20.51204819,25,2.259036145,19.84126984,2,0.180722892,12,1.084337349,2,0.180722892,22.22222222,3,0.271084337,33.33333333,0,0,0.451807229,0,0,0,0,0,16.79,2.15,9.366923077,16.79,0.86,84.13,8.444615385,8.28,0,0,100,0,0,0,11,2.710843373,100,0,0
10404,Sujit Kumar,Bangalore Independents FC,"['CENTRAL MIDFIELDER', 'CENTER BACK', 'RIGHT SIDE BACK', 'DEFENSIVE MIDFIELDER']",CENTER BACK,['29'],307,8,2.345276873,12,3.517915309,5.853658537,6,1.758957655,4,1.172638436,80,0,0,0,0,0,0,4,1.172638436,44.44444444,125,36.64495114,97.65625,0,0,0,46,13.48534202,80.70175439,0,0,0,82,24.03908795,85.41666667,26,7.622149837,10,2.931596091,0,0,14,4.104234528,7,2.052117264,1,0.293159609,1.886792453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.44,5,14.03,5,2.96,12.15,4.024,3.7,0,0,0,0,0,0,7,2.638436482,100,0,0
10407,Anuj Chettri,Bangalore Dream United FC,"['CENTER BACK', 'RIGHT MIDFIELDER', 'LEFT WING BACK', 'STRIKER', 'CENTRAL MIDFIELDER', 'RIGHT SIDE BACK', 'DEFENSIVE MIDFIELDER']",STRIKER,['4'],185,6,2.918918919,6,2.918918919,1.834862385,3,1.459459459,0,0,0,0,0,0,0,0,0,1,0.486486486,33.33333333,32,15.56756757,76.19047619,0,0,0,1,0.486486486,33.33333333,0,0,0,13,6.324324324,65,5,2.432432432,25,12.16216216,0,0,17,8.27027027,8,3.891891892,0,0,0,0,0,1,0.486486486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,7.837142857,24,0,6.35,5.085714286,0.25,0,0,0,0,0,0,5,0.972972973,100,0,0
10408,Ritik Singh,Bangalore Dream United FC,"['ATTACKING MIDFIELDER', 'RIGHT SIDE BACK', 'RIGHT WINGER', 'CENTRAL MIDFIELDER', 'RIGHT FORWARD', 'LEFT WINGER', 'RIGHT MIDFIELDER', 'CENTER BACK']",CENTRAL MIDFIELDER,['25'],271,6,1.992619926,9,2.988929889,2.903225806,4,1.328413284,2,0.664206642,50,3,0.996309963,10.71428571,0,0,0,0,0,0,45,14.94464945,88.23529412,0,0,0,7,2.324723247,77.77777778,0,0,0,24,7.970479705,63.15789474,14,4.649446494,25,8.302583026,1,0.332103321,29,9.63099631,18,5.977859779,0,0,0,0,0,1,0.332103321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,4.628333333,10,0,5.69,2.683333333,4.65,0,0,0,0,0,0,2,1.992619926,100,0,0
10405,Raja Pandii,Bangalore Independents FC,"['ATTACKING MIDFIELDER', 'RIGHT WINGER', 'CENTRAL MIDFIELDER', 'STRIKER']",CENTRAL MIDFIELDER,['10'],172,1,0.523255814,3,1.569767442,0.751879699,1,0.523255814,2,1.046511628,40,0,0,0,0,0,0,0,0,0,75,39.24418605,89.28571429,0,0,0,10,5.23255814,71.42857143,3,1.569767442,75,15,7.848837209,75,5,2.61627907,85,44.47674419,2,1.046511628,55,28.77906977,40,20.93023256,4,2.093023256,5.194805195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.97,0,17.13125,26.97,0,16.9,11.96,11.41,0,0,0,0,0,0,0,2.093023256,100,0,0
10406,Jones Muthuraj,Bangalore Independents FC,['ATTACKING MIDFIELDER'],ATTACKING MIDFIELDER,['13'],10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,27,2,18,0,0,0,0,0,0,0,1,9,100,0,0,0,0,0,9,0,0,0,0,0,3.1,3.1,3.1,3,3,0.3,3,3,0,0,0,0,0,0,0,0,0,0,0
10426,Franklin Tarun Amalraj,Kodagu FC,['CENTER BACK'],CENTER BACK,['5'],1413,63,4.012738854,80,5.095541401,8.948545861,35,2.229299363,16,1.01910828,61.53846154,1,0.063694268,1.176470588,2,0.127388535,40,13,0.828025478,65,350,22.29299363,93.08510638,0,0,0,87,5.541401274,70.16129032,2,0.127388535,66.66666667,225,14.33121019,80.35714286,85,5.414012739,70,4.458598726,1,0.063694268,64,4.076433121,27,1.719745223,2,0.127388535,1.739130435,0,0,2,0.127388535,1,0.063694268,100,1,0.063694268,100,1,0.063694268,0.191082803,100,0,0,0,0,14.31,2.71,8.6625,6.72,1.22,53.45,3.835,3.5,0,0,0,0,0,0,64,2.866242038,100,0,0
10427,Romario Nazareth,Kodagu FC,"['DEFENSIVE MIDFIELDER', 'ATTACKING MIDFIELDER', 'CENTRAL MIDFIELDER']",CENTRAL MIDFIELDER,['6'],1120,50,4.017857143,93,7.473214286,11.87739464,14,1.125,41,3.294642857,63.07692308,9,0.723214286,10.58823529,7,0.5625,33.33333333,19,1.526785714,47.5,302,24.26785714,79.89417989,6,0.482142857,40,74,5.946428571,68.51851852,6,0.482142857,30,158,12.69642857,58.73605948,75,6.026785714,435,34.95535714,17,1.366071429,304,24.42857143,182,14.625,9,0.723214286,8.333333333,2,0.160714286,11,0.883928571,2,0.160714286,100,0,0,0,0,0,0.160714286,0,1,0.080357143,0,0,17.18,5.62,9.179285714,12.94,0.84,85.72,7.252857143,9.01,0,0,0,0,0,0,29,2.410714286,100,0,0
10428,Madan  Ghogale,Kodagu FC,"['LEFT WINGER', 'CENTER FORWARD']",LEFT WINGER,['10'],258,4,1.395348837,6,2.093023256,1.744186047,0,0,2,0.697674419,40,0,0,0,0,0,0,0,0,0,14,4.88372093,82.35294118,0,0,0,3,1.046511628,60,3,1.046511628,30,7,2.441860465,50,3,1.046511628,45,15.69767442,6,2.093023256,63,21.97674419,39,13.60465116,1,0.348837209,1.960784314,0,0,0,0,1,0.348837209,50,1,0.348837209,50,0,0,0.697674419,0,1,0.348837209,0,0,44.5,0,12.52333333,16,0,4.2,5.87,1.14,0,0,0,0,0,0,2,0.348837209,100,0,0
10429,Surya Ragish,Kodagu FC,"['CENTER BACK', 'LEFT WING BACK', 'LEFT SIDE BACK', 'CENTRAL MIDFIELDER', 'DEFENSIVE MIDFIELDER']",LEFT SIDE BACK,['12'],1332,67,4.527027027,87,5.878378378,10.01150748,21,1.418918919,20,1.351351351,66.66666667,1,0.067567568,1.176470588,9,0.608108108,47.36842105,7,0.472972973,43.75,310,20.94594595,86.11111111,0,0,0,56,3.783783784,70,4,0.27027027,44.44444444,145,9.797297297,71.07843137,57,3.851351351,240,16.21621622,8,0.540540541,223,15.06756757,131,8.851351351,3,0.202702703,2.586206897,0,0,2,0.135135135,0,0,0,1,0.067567568,25,0,0,0.067567568,0,0,0,0,0,11.58,3.97,7.03,11.58,1.22,56.74,4.216875,3.32,0,0,0,0,0,0,25,2.635135135,100,0,0
10430,Bikram Sarkar,Kodagu FC,"['CENTRAL MIDFIELDER', 'LEFT MIDFIELDER', 'ATTACKING MIDFIELDER']",CENTRAL MIDFIELDER,['15'],739,21,2.557510149,46,5.602165088,5.679012346,6,0.730717185,25,3.044654939,71.42857143,1,0.121786198,1.282051282,4,0.48714479,36.36363636,4,0.48714479,19.04761905,140,17.05006766,79.0960452,9,1.096075778,50,27,3.288227334,75,0,0,0,79,9.621109608,64.75409836,33,4.01894452,350,42.62516915,10,1.217861976,252,30.69012179,171,20.82543978,13,1.583220568,11.30434783,4,0.48714479,5,0.608930988,3,0.365358593,60,3,0.365358593,42.85714286,0,0,0.730717185,0,1,0.121786198,0,0,37.5,2.3,10.25071429,37.5,2.3,49.11,9.472142857,8.11,0,0,0,0,0,0,6,2.313937754,100,0,0
10436,Pavan Vijay Mali,Kodagu FC,"['RIGHT SIDE BACK', 'RIGHT WING BACK', 'CENTER BACK']",RIGHT SIDE BACK,['3'],461,17,3.318872017,22,4.295010846,6.077348066,6,1.171366594,3,0.585683297,50,2,0.390455531,2.816901408,1,0.195227766,33.33333333,5,0.976138829,83.33333333,82,16.00867679,81.18811881,0,0,0,11,2.147505423,50,0,0,0,45,8.785249458,60,17,3.318872017,30,5.856832972,0,0,68,13.27548807,24,4.685466377,0,0,0,0,0,4,0.780911063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.5,0,8.015714286,14,0,14.55,4.83,3.02,0,0,0,0,0,0,16,1.757049892,100,0,0
10431,Tanmay Mauni,Kodagu FC,"['CENTRAL MIDFIELDER', 'LEFT MIDFIELDER', 'LEFT SIDE BACK']",CENTRAL MIDFIELDER,['19'],269,5,1.672862454,9,3.011152416,3.501945525,0,0,3,1.003717472,42.85714286,2,0.669144981,2.985074627,2,0.669144981,66.66666667,0,0,0,42,14.05204461,85.71428571,0,0,0,4,1.338289963,80,0,0,0,23,7.695167286,76.66666667,5,1.672862454,45,15.05576208,3,1.003717472,68,22.75092937,28,9.36802974,0,0,0,0,0,1,0.334572491,0,0,0,1,0.334572491,100,1,0.334572491,0.669144981,33.33333333,0,0,0,0,12.91,0,6.332,12.91,0,10,5.232,3.96,0,0,0,0,0,0,0,1.338289963,100,0,0
10432,Alex Konthoujam,Kodagu FC,"['CENTER FORWARD', 'CENTRAL MIDFIELDER', 'RIGHT WINGER', 'LEFT WINGER']",LEFT WINGER,['21'],1021,22,1.93927522,41,3.61410382,4.939759036,1,0.088148874,19,1.674828599,73.07692308,11,0.96963761,12.94117647,4,0.352595495,23.52941176,4,0.352595495,18.18181818,138,12.16454456,76.24309392,1,0.088148874,50,15,1.322233105,65.2173913,3,0.264446621,13.63636364,33,2.908912831,50.76923077,11,0.96963761,250,22.03721841,37,3.261508325,332,29.26542605,200,17.62977473,4,0.352595495,4.494382022,1,0.088148874,11,0.96963761,6,0.528893242,66.66666667,2,0.176297747,40,1,0.088148874,0.793339863,50,4,0.352595495,2,0.176297747,8.22,1.33,4.385333333,4.94,0.4,26.25,2.448,2.6,1,0,0,0,0,1,8,3.702252693,100,0,0
10433,Mohammed Rafi K,Kodagu FC,['CENTER BACK'],CENTER BACK,['28'],1335,84,5.662921348,105,7.078651685,11.77130045,42,2.831460674,20,1.348314607,74.07407407,1,0.06741573,1.176470588,4,0.269662921,80,36,2.426966292,78.26086957,290,19.5505618,89.50617284,0,0,0,130,8.764044944,68.42105263,2,0.134831461,66.66666667,229,15.43820225,71.78683386,118,7.95505618,140,9.438202247,1,0.06741573,104,7.011235955,50,3.370786517,3,0.202247191,2.521008403,0,0,1,0.06741573,0,0,0,0,0,0,1,0.06741573,0.06741573,25,0,0,0,0,17.45,5.09,9.9675,7.75,2.72,62.05,4.74875,3.92,0,0,100,0,0,0,89,3.033707865,100,0,0
10434,Jemsheed Ali,Kodagu FC,"['RIGHT WINGER', 'LEFT WINGER']",LEFT WINGER,['29'],1166,28,2.161234991,53,4.090909091,6.022727273,4,0.308747856,19,1.466552316,55.88235294,12,0.926243568,14.11764706,4,0.308747856,28.57142857,1,0.077186964,3.846153846,158,12.19554031,77.83251232,3,0.231560892,60,20,1.54373928,57.14285714,10,0.77186964,33.33333333,46,3.550600343,46.46464646,18,1.389365352,245,18.91080617,64,4.939965695,445,34.34819897,264,20.37735849,18,1.389365352,18.75,4,0.308747856,14,1.080617496,2,0.154373928,18.18181818,3,0.231560892,30,1,0.077186964,0.463121784,100,1,0.077186964,0,0,7.48,1.48,4.604375,6.55,0.59,34.5,2.838125,3.23,0,0,0,0,0,0,10,3.859348199,100,1,0.077186964
10435,Aniket  Ghosh,Kodagu FC,['GOALKEEPER'],GOALKEEPER,['1'],360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,7.75,100,0,0,0,19,4.75,61.29032258,0,0,0,35,8.75,74.46808511,18,4.5,0,0,0,0,1,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.42,1.04,6.68,15.42,0.39,23.46,6.5175,6.52,30,4,83.33333333,24,15,15,5,0,0,0,0
10423,Jayantkumar,Roots FC Super Division,['GOALKEEPER'],GOALKEEPER,['17'],1363,5,0.330154072,6,0.396184886,0.674157303,3,0.198092443,1,0.066030814,33.33333333,0,0,0,0,0,0,0,0,0,217,14.32868672,96.01769912,0,0,0,106,6.999266324,48.40182648,0,0,0,239,15.78136464,66.57381616,128,8.451944241,10,0.660308144,0,0,44,2.905355833,5,0.330154072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.2,3.26,7.894666667,13.2,3.26,103.69,7.622,6.41,147,17,84.21052632,70,90,57,16,0.264123258,100,0,0
10422,Shibin  P,Roots FC Super Division,"['CENTRAL MIDFIELDER', 'RIGHT MIDFIELDER', 'DEFENSIVE MIDFIELDER']",CENTRAL MIDFIELDER,['16'],667,31,4.182908546,55,7.421289355,9.683098592,8,1.07946027,24,3.23838081,72.72727273,0,0,0,1,0.134932534,33.33333333,3,0.404797601,37.5,185,24.96251874,89.37198068,0,0,0,45,6.071964018,71.42857143,0,0,0,70,9.445277361,68.62745098,29,3.913043478,80,10.7946027,0,0,57,7.691154423,27,3.643178411,0,0,0,0,0,4,0.539730135,0,0,0,6,0.809595202,50,0,0,0.809595202,0,0,0,1,0.134932534,14.82,5.15,9.23,14.82,3.9,56.55,8.892,8.85,0,0,0,0,0,0,8,0.809595202,100,0,0
10417,Godwin  Johnson,Roots FC Super Division,"['LEFT MIDFIELDER', 'LEFT WINGER', 'RIGHT WINGER']",RIGHT WINGER,['7'],948,35,3.32278481,54,5.126582278,7.228915663,4,0.379746835,19,1.803797468,57.57575758,2,0.189873418,25,1,0.094936709,20,0,0,0,235,22.31012658,81.31487889,2,0.189873418,25,8,0.759493671,61.53846154,18,1.708860759,50,82,7.784810127,62.59541985,19,1.803797468,280,26.58227848,58,5.506329114,426,40.44303797,278,26.39240506,17,1.613924051,17.70833333,6,0.569620253,16,1.518987342,9,0.85443038,47.36842105,5,0.474683544,41.66666667,3,0.284810127,1.613924051,100,4,0.379746835,1,0.094936709,12.23,4.35,7.376153846,8.81,2.71,50.74,5.41,4.97,1,0,0,0,0,1,7,5.411392405,100,2,0.189873418
10416,Rajil  Saji,Roots FC Super Division,['CENTER BACK'],CENTER BACK,['5'],1369,70,4.601899196,83,5.456537619,9.880952381,30,1.972242513,12,0.788897005,54.54545455,2,0.131482834,11.11111111,4,0.262965668,66.66666667,14,0.920379839,73.68421053,415,27.28268809,95.62211982,0,0,0,97,6.376917458,85.0877193,1,0.065741417,33.33333333,254,16.69831994,88.81118881,114,7.494521549,70,4.601899196,0,0,46,3.024105186,25,1.643535427,1,0.065741417,0.884955752,0,0,2,0.131482834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.19,5.34,9.5,6.22,2.11,52.75,3.843333333,3.78,0,0,100,0,0,0,58,2.103725347,100,0,0
10414,Muhammed Ashf Ak Pu,Roots FC Super Division,"['LEFT SIDE BACK', 'LEFT WING BACK', 'RIGHT SIDE BACK']",LEFT SIDE BACK,['3'],1129,68,5.420726306,77,6.138175376,9.541511772,14,1.116031887,9,0.71744907,50,1,0.079716563,4.761904762,1,0.079716563,33.33333333,6,0.47829938,40,270,21.5234721,81.3253012,2,0.159433127,100,19,1.514614703,61.29032258,8,0.637732507,47.05882353,154,12.27635075,69.68325792,51,4.06554473,155,12.35606732,6,0.47829938,126,10.04428698,85,6.775907883,6,0.47829938,6.060606061,1,0.079716563,13,1.036315323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.47,3.84,6.949285714,6.4,2.29,46.4,4.067857143,3.9,0,0,0,0,0,0,44,2.072630647,100,0,0
8785,DHANUSH R,Roots FC Super Division,"['CENTRAL MIDFIELDER', 'DEFENSIVE MIDFIELDER']",CENTRAL MIDFIELDER,['14'],1018,38,3.359528487,49,4.332023576,6.140350877,8,0.707269155,10,0.884086444,38.46153846,1,0.088408644,4.545454545,2,0.176817289,25,6,0.530451866,46.15384615,366,32.35756385,85.11627907,1,0.088408644,50,60,5.304518664,66.66666667,1,0.088408644,11.11111111,165,14.58742633,67.90123457,57,5.039292731,295,26.0805501,4,0.353634578,224,19.80353635,124,10.96267191,5,0.442043222,5.050505051,0,0,5,0.442043222,1,0.088408644,25,2,0.176817289,40,1,0.088408644,0.353634578,100,1,0.088408644,0,0,39.14,5,12.02785714,39.14,5,100.82,11.69714286,10.05,0,0,0,0,0,0,23,2.033398821,100,0,0
8782,Yohann Victor Britto,Roots FC Super Division,"['RIGHT WINGER', 'LEFT WINGER', 'LEFT MIDFIELDER', 'CENTRAL MIDFIELDER', 'ATTACKING MIDFIELDER']",RIGHT WINGER,['22'],1001,31,2.787212787,47,4.225774226,5.934343434,8,0.719280719,16,1.438561439,72.72727273,1,0.08991009,11.11111111,1,0.08991009,9.090909091,2,0.17982018,33.33333333,243,21.84815185,82.93515358,0,0,0,12,1.078921079,80,8,0.719280719,28.57142857,64,5.754245754,62.13592233,18,1.618381618,335,30.11988012,37,3.326673327,357,32.0979021,242,21.75824176,12,1.078921079,11.76470588,2,0.17982018,12,1.078921079,3,0.26973027,23.07692308,3,0.26973027,50,0,0,0.539460539,0,2,0.17982018,1,0.08991009,10.79,4.21,6.683571429,7.98,0.89,41.37,3.975714286,3.38,0,0,0,0,0,0,12,2.607392607,100,0,0
8779,Nikhil G,Roots FC Super Division,['CENTER BACK'],CENTER BACK,['4'],1363,108,7.131327953,141,9.310344828,16.33835458,63,4.159941306,31,2.046955246,68.88888889,2,0.132061629,9.523809524,2,0.132061629,33.33333333,6,0.396184886,50,486,32.09097579,90.33457249,1,0.066030814,100,122,8.055759354,77.70700637,2,0.132061629,50,319,21.06382979,79.75,134,8.848129127,100,6.603081438,2,0.132061629,73,4.82024945,39,2.575201761,2,0.132061629,1.886792453,1,0.066030814,8,0.528246515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.93,6.24,12.172,9.06,2.94,75.15,5.523333333,4.49,0,0,0,0,0,0,56,3.829787234,100,0,0
8774,Gautam Rajesh,Roots FC Super Division,"['LEFT WINGER', 'ATTACKING MIDFIELDER', 'CENTER FORWARD', 'CENTRAL MIDFIELDER']",CENTRAL MIDFIELDER,['8'],889,20,2.024746907,41,4.150731159,5.459387483,4,0.404949381,20,2.024746907,62.5,1,0.101237345,9.090909091,1,0.101237345,16.66666667,11,1.113610799,36.66666667,258,26.1192351,78.18181818,3,0.303712036,100,26,2.632170979,57.77777778,10,1.012373453,25,101,10.22497188,61.58536585,31,3.138357705,400,40.49493813,18,1.822272216,362,36.64791901,230,23.28458943,22,2.227221597,24.71910112,2,0.202474691,3,0.303712036,1,0.101237345,33.33333333,3,0.303712036,27.27272727,3,0.303712036,0.708661417,60,0,0,1,0.101237345,15.22,4.07,8.026153846,15.22,1.24,63.73,6.775384615,8.45,0,0,0,0,0,0,5,1.417322835,100,1,0.101237345
8771,Shafeeq  Thekkumpat,Roots FC Super Division,"['RIGHT SIDE BACK', 'CENTER BACK', 'LEFT SIDE BACK']",CENTER BACK,['15'],521,16,2.763915547,23,3.973128599,6.14973262,8,1.381957774,7,1.209213052,87.5,0,0,0,3,0.518234165,75,4,0.690978887,66.66666667,176,30.40307102,94.11764706,0,0,0,35,6.046065259,89.74358974,0,0,0,89,15.37428023,86.40776699,29,5.009596929,20,3.454894434,0,0,33,5.700575816,13,2.245681382,1,0.172744722,2.564102564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.85,6.8,9.33,5.11,2.42,18.82,3.495714286,3.94,0,0,0,0,0,0,12,2.245681382,100,0,0
